CODCIUDAD,CIUDAD,CODMUNICIPIO,MUNICIPIO,CODESTADO,ESTADO
225,RIO CHICO,188,PAEZ,4,MIRANDA
226,SANTA LUCIA,189,PAZ CASTILLO,4,MIRANDA
227,CUPIRA,190,PEDRO GUAL,4,MIRANDA
228,GUARENAS,191,PLAZA,4,MIRANDA
229,SAN FRANCISCO DE YARE,192,SIMON BOLIVAR,4,MIRANDA
230,PETARE,193,SUCRE,4,MIRANDA
231,CUA,194,URDANETA,4,MIRANDA
232,GUATIRE,195,ZAMORA,4,MIRANDA
716,CUMBO,176,ANDRES BELLO,4,MIRANDA
717,EL CAFETAL,177,BARUTA,4,MIRANDA
718,LAS MINAS DE BARUTA,177,BARUTA,4,MIRANDA
719,CURIEPE,178,BRION,4,MIRANDA
720,TACARIGUA DE MAMPORAL,178,BRION,4,MIRANDA
721,LAS BRISAS,182,CRISTOBAL,4,MIRANDA
722,ALTAGRACIA DE LA MONTAÑA,184,GUACAIPURO,4,MIRANDA
723,SAN DIEGO,184,GUACAIPURO,4,MIRANDA
724,EL JARILLO,184,GUACAIPURO,4,MIRANDA
725,PARACOTOS,184,GUACAIPURO,4,MIRANDA
726,SAN PEDRO,184,GUACAIPURO,4,MIRANDA
727,TACATA,184,GUACAIPURO,4,MIRANDA
728,EL CARTANAL,185,INDEPENDENCIA,4,MIRANDA
729,LA DEMOCRACIA,186,LANDER,4,MIRANDA
730,SANTA BARBARA,186,LANDER,4,MIRANDA
731,EL GUAPO,188,PAEZ,4,MIRANDA
732,TACARIGUA DE LA LAGUNA,188,PAEZ,4,MIRANDA
733,PAPARO,188,PAEZ,4,MIRANDA
734,SAN FERNANDO,188,PAEZ,4,MIRANDA
735,SANTA LUCIA,188,PAEZ,4,MIRANDA
736,MACHURUCUTO,190,PEDRO GUAL,4,MIRANDA
737,SAN ANTONIO DE YARE,192,SIMON BOLIVAR,4,MIRANDA
738,CAUCAGUITA,193,SUCRE,4,MIRANDA
739,FILA DE MARICHES,193,SUCRE,4,MIRANDA
740,LA DOLORITA,193,SUCRE,4,MIRANDA
741,LOS DOS CAMINOS,193,SUCRE,4,MIRANDA
742,NUEVA CUA,194,URDANETA,4,MIRANDA
743,ARAIRA,195,ZAMORA,4,MIRANDA
1196,CIUDAD SIN ASIGNAR DE MUNICIPIO ACEVEDO,175,ACEVEDO,4,MIRANDA
1197,CIUDAD SIN ASIGNAR DE MUNICIPIO ANDRES BELLO,176,ANDRES BELLO,4,MIRANDA
1198,CIUDAD SIN ASIGNAR DE MUNICIPIO BARUTA,177,BARUTA,4,MIRANDA
1199,CIUDAD SIN ASIGNAR DE MUNICIPIO BRION,178,BRION,4,MIRANDA
1200,CIUDAD SIN ASIGNAR DE MUNICIPIO BUROZ,179,BUROZ,4,MIRANDA
1201,CIUDAD SIN ASIGNAR DE MUNICIPIO CARRIZAL,180,CARRIZAL,4,MIRANDA
1202,CIUDAD SIN ASIGNAR DE MUNICIPIO CHACAO,181,CHACAO,4,MIRANDA
1203,CIUDAD SIN ASIGNAR DE MUNICIPIO CRISTOBAL,182,CRISTOBAL,4,MIRANDA
1204,CIUDAD SIN ASIGNAR DE MUNICIPIO EL HATILLO,183,EL HATILLO,4,MIRANDA
1205,CIUDAD SIN ASIGNAR DE MUNICIPIO GUACAIPURO,184,GUACAIPURO,4,MIRANDA
1206,CIUDAD SIN ASIGNAR DE MUNICIPIO INDEPENDENCIA,185,INDEPENDENCIA,4,MIRANDA
1207,CIUDAD SIN ASIGNAR DE MUNICIPIO LANDER,186,LANDER,4,MIRANDA
1208,CIUDAD SIN ASIGNAR DE MUNICIPIO LOS SALIAS,187,LOS SALIAS,4,MIRANDA
1209,CIUDAD SIN ASIGNAR DE MUNICIPIO PAEZ,188,PAEZ,4,MIRANDA
1210,CIUDAD SIN ASIGNAR DE MUNICIPIO PAZ CASTILLO,189,PAZ CASTILLO,4,MIRANDA
1211,CIUDAD SIN ASIGNAR DE MUNICIPIO PEDRO GUAL,190,PEDRO GUAL,4,MIRANDA
1212,CIUDAD SIN ASIGNAR DE MUNICIPIO PLAZA,191,PLAZA,4,MIRANDA
1213,CIUDAD SIN ASIGNAR DE MUNICIPIO SIMON BOLIVAR,192,SIMON BOLIVAR,4,MIRANDA
1214,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,193,SUCRE,4,MIRANDA
1215,CIUDAD SIN ASIGNAR DE MUNICIPIO URDANETA,194,URDANETA,4,MIRANDA
1216,CIUDAD SIN ASIGNAR DE MUNICIPIO ZAMORA,195,ZAMORA,4,MIRANDA
1372,CIUDAD SIN ASIGNAR DE ESTADO MIRANDA,340,LIBERTADOR,4,MIRANDA
1387,CARACAS,340,LIBERTADOR,4,MIRANDA
36,MATURIN,203,MATURIN,21,MONAGAS
70,CARIPITO,198,BOLIVAR,21,MONAGAS
71,PUNTA DE MATA,201,EZEQUIEL ZAMORA,21,MONAGAS
355,SAN ANTONIO,196,ACOSTA,21,MONAGAS
356,AGUASAY,197,AGUASAY,21,MONAGAS
357,CARIPE,199,CARIPE,21,MONAGAS
358,CAICARA,200,CEDEÑO,21,MONAGAS
359,TEMBLADOR,202,LIBERTADOR,21,MONAGAS
360,ARAGUA,204,PIAR,21,MONAGAS
361,QUIRIQUIRE,205,PUNCELES,21,MONAGAS
362,SANTA BARBARA,206,SANTA BARBARA,21,MONAGAS
363,BARRANCAS,207,SOTILLO,21,MONAGAS
364,URACOA,208,URACOA,21,MONAGAS
744,SAN FRANCISCO,196,ACOSTA,21,MONAGAS
745,EL GUACHARO,199,CARIPE,21,MONAGAS
746,LA GUANOTA,199,CARIPE,21,MONAGAS
747,SABANA DE PIEDRA,199,CARIPE,21,MONAGAS
748,SAN AGUSTIN,199,CARIPE,21,MONAGAS
749,TERESEN,199,CARIPE,21,MONAGAS
750,AREO,200,CEDEÑO,21,MONAGAS
751,SAN FELIX,200,CEDEÑO,21,MONAGAS
752,VIENTO FRESCO,200,CEDEÑO,21,MONAGAS
753,TEJERO,201,EZEQUIEL ZAMORA,21,MONAGAS
754,CHAGUARAMAS,202,LIBERTADOR,21,MONAGAS
755,LAS ALHUACAS,202,LIBERTADOR,21,MONAGAS
756,TABASCA,202,LIBERTADOR,21,MONAGAS
757,EL COROZO,203,MATURIN,21,MONAGAS
758,EL FURRIAL,203,MATURIN,21,MONAGAS
759,JUSEPIN,203,MATURIN,21,MONAGAS
760,LA PICA,203,MATURIN,21,MONAGAS
761,SAN VICENTE,203,MATURIN,21,MONAGAS
762,APARICIO,204,PIAR,21,MONAGAS
763,CHAGUARAMAL,204,PIAR,21,MONAGAS
764,EL PINTO,204,PIAR,21,MONAGAS
765,GUANAGUANA,204,PIAR,21,MONAGAS
766,LA TOSCANA,204,PIAR,21,MONAGAS
767,TAGUAYA,204,PIAR,21,MONAGAS
768,CACHIPO,205,PUNCELES,21,MONAGAS
769,LOS BARRANCOS DE FAJARDO,207,SOTILLO,21,MONAGAS
1217,CIUDAD SIN ASIGNAR DE MUNICIPIO ACOSTA,196,ACOSTA,21,MONAGAS
1218,CIUDAD SIN ASIGNAR DE MUNICIPIO AGUASAY,197,AGUASAY,21,MONAGAS
1219,CIUDAD SIN ASIGNAR DE MUNICIPIO BOLIVAR,198,BOLIVAR,21,MONAGAS
1220,CIUDAD SIN ASIGNAR DE MUNICIPIO CARIPE,199,CARIPE,21,MONAGAS
1221,CIUDAD SIN ASIGNAR DE MUNICIPIO CEDEÑO,200,CEDEÑO,21,MONAGAS
1222,CIUDAD SIN ASIGNAR DE MUNICIPIO EZEQUIEL ZAMORA,201,EZEQUIEL ZAMORA,21,MONAGAS
1223,CIUDAD SIN ASIGNAR DE MUNICIPIO LIBERTADOR,202,LIBERTADOR,21,MONAGAS
1224,CIUDAD SIN ASIGNAR DE MUNICIPIO MATURIN,203,MATURIN,21,MONAGAS
1225,CIUDAD SIN ASIGNAR DE MUNICIPIO PIAR,204,PIAR,21,MONAGAS
1226,CIUDAD SIN ASIGNAR DE MUNICIPIO PUNCELES,205,PUNCELES,21,MONAGAS
1227,CIUDAD SIN ASIGNAR DE MUNICIPIO SANTA BARBARA,206,SANTA BARBARA,21,MONAGAS
1228,CIUDAD SIN ASIGNAR DE MUNICIPIO SOTILLO,207,SOTILLO,21,MONAGAS
1229,CIUDAD SIN ASIGNAR DE MUNICIPIO URACOA,208,URACOA,21,MONAGAS
1373,CIUDAD SIN ASIGNAR DE ESTADO MONAGAS,357,MUNICIPIO SIN ASIGNAR DE MONAGAS,21,MONAGAS
1357,CIUDAD SIN ASIGNAR DE ESTADO NO ASIGNADO,361,MUNICIPIO SIN ASIGNAR,99,NO ASIGNADO
250,LA PLAZA DE PARAGUACHI,209,ANTOLIN DEL CAMPO,23,NUEVA ESPARTA
251,LA ASUNCION,210,ARISMENDI,23,NUEVA ESPARTA
252,SAN JUAN BAUTISTA,211,DIAZ,23,NUEVA ESPARTA
253,EL VALLE DEL ESPIRITU SANTO,212,GARCIA,23,NUEVA ESPARTA
254,SANTA ANA DEL NORTE,213,GOMEZ,23,NUEVA ESPARTA
255,PAMPATAR,214,MANEIRO,23,NUEVA ESPARTA
256,JUAN GRIEGO,215,MARCANO,23,NUEVA ESPARTA
257,PORLAMAR,216,MARIÑO,23,NUEVA ESPARTA
258,BOCA DEL RIO,217,PENINSULA DE MACANAO,23,NUEVA ESPARTA
259,PUNTA DE PIEDRAS,218,TUBORES,23,NUEVA ESPARTA
260,SAN PEDRO DE COCHE,219,VILLALBA,23,NUEVA ESPARTA
770,LA GUARDIA,211,DIAZ,23,NUEVA ESPARTA
771,VILLA ROSA,212,GARCIA,23,NUEVA ESPARTA
772,EL MACO,213,GOMEZ,23,NUEVA ESPARTA
773,TACARIGUA,213,GOMEZ,23,NUEVA ESPARTA
774,PEDRO GONZALEZ,213,GOMEZ,23,NUEVA ESPARTA
775,ALTAGRACIA,213,GOMEZ,23,NUEVA ESPARTA
776,EL PILAR (LOS ROBLES),214,MANEIRO,23,NUEVA ESPARTA
777,LOS MILLANES,215,MARCANO,23,NUEVA ESPARTA
778,BOCA DEL POZO,217,PENINSULA DE MACANAO,23,NUEVA ESPARTA
779,EL GUAMACHE,218,TUBORES,23,NUEVA ESPARTA
780,GUINIMA,219,VILLALBA,23,NUEVA ESPARTA
927,LAS RURALES,209,ANTOLIN DEL CAMPO,23,NUEVA ESPARTA
928,LOS CEDROS,209,ANTOLIN DEL CAMPO,23,NUEVA ESPARTA
1230,CIUDAD SIN ASIGNAR DE MUNICIPIO ANTOLIN DEL CAMPO,209,ANTOLIN DEL CAMPO,23,NUEVA ESPARTA
1231,CIUDAD SIN ASIGNAR DE MUNICIPIO ARISMENDI,210,ARISMENDI,23,NUEVA ESPARTA
1232,CIUDAD SIN ASIGNAR DE MUNICIPIO DIAZ,211,DIAZ,23,NUEVA ESPARTA
1233,CIUDAD SIN ASIGNAR DE MUNICIPIO GARCIA,212,GARCIA,23,NUEVA ESPARTA
1234,CIUDAD SIN ASIGNAR DE MUNICIPIO GOMEZ,213,GOMEZ,23,NUEVA ESPARTA
1235,CIUDAD SIN ASIGNAR DE MUNICIPIO MANEIRO,214,MANEIRO,23,NUEVA ESPARTA
1236,CIUDAD SIN ASIGNAR DE MUNICIPIO MARCANO,215,MARCANO,23,NUEVA ESPARTA
1237,CIUDAD SIN ASIGNAR DE MUNICIPIO MARIÑO,216,MARIÑO,23,NUEVA ESPARTA
1238,CIUDAD SIN ASIGNAR DE MUNICIPIO PENINSULA DE MACAN,217,PENINSULA DE MACANAO,23,NUEVA ESPARTA
1239,CIUDAD SIN ASIGNAR DE MUNICIPIO TUBORES,218,TUBORES,23,NUEVA ESPARTA
1240,CIUDAD SIN ASIGNAR DE MUNICIPIO VILLALBA,219,VILLALBA,23,NUEVA ESPARTA
1374,CIUDAD SIN ASIGNAR DE ESTADO NUEVA ESPARTA,359,MUNICIPIO SIN ASIGNAR DE NUEVA ESPARTA,23,NUEVA ESPARTA
1382,LOMA DE GUERRA,209,ANTOLIN DEL CAMPO,23,NUEVA ESPARTA
1383,EL ESPINAL,211,DIAZ,23,NUEVA ESPARTA
39,ARAURE,221,ARAURE,1,PORTUGUESA
40,GUANARE,223,GUANARE,1,PORTUGUESA
261,AGUA BLANCA,220,AGUA BLANCA,1,PORTUGUESA
262,PIRITU,222,ESTELLER,1,PORTUGUESA
263,GUANARITO,224,GUANARITO,1,PORTUGUESA
264,PARAISO DE CHABASQUEN,225,MONSEÑOR JOSE VICENTE DE UNDA,1,PORTUGUESA
265,OSPINO,226,OSPINO,1,PORTUGUESA
266,ACARIGUA,227,PAEZ,1,PORTUGUESA
267,PAPELON,228,PAPELON,1,PORTUGUESA
268,BOCONOITO,229,SAM GENARO DE BOCONOITO,1,PORTUGUESA
269,SAN RAFAEL DE ONOTO,230,SAN RAFAEL DE ONOTO,1,PORTUGUESA
270,EL PLAYON,231,SANTA ROSALIA,1,PORTUGUESA
271,BISCUCUY,232,SUCRE,1,PORTUGUESA
272,VILLA BRUZUAL,233,TUREN,1,PORTUGUESA
781,RIO ACARIGUA,221,ARAURE,1,PORTUGUESA
782,CORDOBA,223,GUANARE,1,PORTUGUESA
783,SAN JOSE DE LA MONTAÑA,223,GUANARE,1,PORTUGUESA
784,MESA DE CAVACAS,223,GUANARE,1,PORTUGUESA
785,QUEBRADA DE LA VIRGEN,223,GUANARE,1,PORTUGUESA
786,TRINIDAD DE LA CAPILLA,224,GUANARITO,1,PORTUGUESA
787,MORRONES,224,GUANARITO,1,PORTUGUESA
788,PEÑA BLANCA,225,MONSEÑOR JOSE VICENTE DE UNDA,1,PORTUGUESA
789,LA APARICION,226,OSPINO,1,PORTUGUESA
790,LA ESTACION,226,OSPINO,1,PORTUGUESA
791,CAÑO DELGADITO,228,PAPELON,1,PORTUGUESA
792,SAN NICOLAS,229,SAM GENARO DE BOCONOITO,1,PORTUGUESA
793,SANTA FE,230,SAN RAFAEL DE ONOTO,1,PORTUGUESA
794,EL ALGARROBITO,230,SAN RAFAEL DE ONOTO,1,PORTUGUESA
795,NUEVA FLORIDA,231,SANTA ROSALIA,1,PORTUGUESA
796,LA CONCEPCION,232,SUCRE,1,PORTUGUESA
797,SAN RAFAEL DE PALO ALZADO,232,SUCRE,1,PORTUGUESA
798,LAS CRUCCES,232,SUCRE,1,PORTUGUESA
799,SAN JOSE DE SAGUAZ,232,SUCRE,1,PORTUGUESA
800,VILLA ROSA,232,SUCRE,1,PORTUGUESA
801,LA MISION,233,TUREN,1,PORTUGUESA
802,SANTA CRUZ,233,TUREN,1,PORTUGUESA
803,COLONIA TUREN,233,TUREN,1,PORTUGUESA
804,UVERAL,222,ESTELLER,1,PORTUGUESA
805,PAYARA,227,PAEZ,1,PORTUGUESA
806,PIMPINELA,227,PAEZ,1,PORTUGUESA
807,MIJAGUITO,227,PAEZ,1,PORTUGUESA
1241,CIUDAD SIN ASIGNAR DE MUNICIPIO AGUA BLANCA,220,AGUA BLANCA,1,PORTUGUESA
1242,CIUDAD SIN ASIGNAR DE MUNICIPIO ARAURE,221,ARAURE,1,PORTUGUESA
1243,CIUDAD SIN ASIGNAR DE MUNICIPIO ESTELLER,222,ESTELLER,1,PORTUGUESA
1244,CIUDAD SIN ASIGNAR DE MUNICIPIO GUANARE,223,GUANARE,1,PORTUGUESA
1245,CIUDAD SIN ASIGNAR DE MUNICIPIO GUANARITO,224,GUANARITO,1,PORTUGUESA
1246,CIUDAD SIN ASIGNAR DE MUNICIPIO MONSEÑOR JOSE VICE,225,MONSEÑOR JOSE VICENTE DE UNDA,1,PORTUGUESA
1247,CIUDAD SIN ASIGNAR DE MUNICIPIO OSPINO,226,OSPINO,1,PORTUGUESA
1248,CIUDAD SIN ASIGNAR DE MUNICIPIO PAEZ,227,PAEZ,1,PORTUGUESA
1249,CIUDAD SIN ASIGNAR DE MUNICIPIO PAPELON,228,PAPELON,1,PORTUGUESA
1250,CIUDAD SIN ASIGNAR DE MUNICIPIO SAM GENARO DE BOCO,229,SAM GENARO DE BOCONOITO,1,PORTUGUESA
1251,CIUDAD SIN ASIGNAR DE MUNICIPIO SAN RAFAEL DE ONOT,230,SAN RAFAEL DE ONOTO,1,PORTUGUESA
1252,CIUDAD SIN ASIGNAR DE MUNICIPIO SANTA ROSALIA,231,SANTA ROSALIA,1,PORTUGUESA
1253,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,232,SUCRE,1,PORTUGUESA
1254,CIUDAD SIN ASIGNAR DE MUNICIPIO TUREN,233,TUREN,1,PORTUGUESA
1375,CIUDAD SIN ASIGNAR DE ESTADO PORTUGUESA,337,MUNICIPIO SIN ASIGNAR DE PORTUGUESA,1,PORTUGUESA
41,CARUPANO,238,BERMUDEZ,22,SUCRE
42,CUMANA,247,SUCRE,22,SUCRE
74,GUIRIA,248,VALDEZ,22,SUCRE
273,CASANAY,234,ANDRES ELOY BLANCO,22,SUCRE
274,SAN JOSE DE AEROCUAR,235,ANDRES MATA,22,SUCRE
275,RIO CARIBE,236,ARISMENDI,22,SUCRE
276,EL PILAR,237,BENITES,22,SUCRE
277,MARIGUITAR,239,BOLIVAR,22,SUCRE
278,YAGUARAPARO,240,CAJIGAL,22,SUCRE
279,ARAYA,241,CRUZ SALMERON,22,SUCRE
280,TUNAPUY,242,LIBERTADOR,22,SUCRE
338,IRAPA,243,MARIÑO,22,SUCRE
339,SAN ANTONIO DEL GOLFO,244,MEJIA,22,SUCRE
340,CUMANACOA,245,MONTES,22,SUCRE
341,CARIACO,246,RIBERO,22,SUCRE
808,SAN VICENTE,234,ANDRES ELOY BLANCO,22,SUCRE
809,RIO CASANAY,235,ANDRES MATA,22,SUCRE
810,SAN JUAN DE UNARE,236,ARISMENDI,22,SUCRE
811,EL MORRO DE PUERTO SANTO,236,ARISMENDI,22,SUCRE
812,PUERTO SANTO,236,ARISMENDI,22,SUCRE
813,SAN JUAN DE LAS GALDONAS,236,ARISMENDI,22,SUCRE
814,EL RINCON,237,BENITES,22,SUCRE
815,LOS ARROYOS,237,BENITES,22,SUCRE
816,GUARAUNOS,237,BENITES,22,SUCRE
817,TUNAPUICITO,237,BENITES,22,SUCRE
818,GUARIQUEN,237,BENITES,22,SUCRE
819,PLAYA GRANDE,238,BERMUDEZ,22,SUCRE
820,EL PAUJIL,240,CAJIGAL,22,SUCRE
821,RIO SECO,240,CAJIGAL,22,SUCRE
822,CHACOPATA,241,CRUZ SALMERON,22,SUCRE
823,MANICUARE,241,CRUZ SALMERON,22,SUCRE
824,GUAYANA,242,LIBERTADOR,22,SUCRE
825,CAMPO CLARO,243,MARIÑO,22,SUCRE
826,MARABAL,243,MARIÑO,22,SUCRE
827,SAN ANTONIO DE IRAPA,243,MARIÑO,22,SUCRE
828,SORO,243,MARIÑO,22,SUCRE
829,ARENAS,245,MONTES,22,SUCRE
830,ARICAGUA,245,MONTES,22,SUCRE
831,LAS PIEDRAS,245,MONTES,22,SUCRE
832,VILLARROEL (QUEBRADA SECA),245,MONTES,22,SUCRE
833,SAN LORENZO,245,MONTES,22,SUCRE
834,CATUARO,246,RIBERO,22,SUCRE
835,MUELLE DE CARIACO,246,RIBERO,22,SUCRE
836,SANTA CRUZ,246,RIBERO,22,SUCRE
837,SANTA MARIA,246,RIBERO,22,SUCRE
838,CAIGUIRE,247,SUCRE,22,SUCRE
839,SANJUAN,247,SUCRE,22,SUCRE
840,LOS PUERTOS DE SANTA FE,247,SUCRE,22,SUCRE
841,LOS ALTOS,247,SUCRE,22,SUCRE
842,RIO SALADO,248,VALDEZ,22,SUCRE
843,MACURO,248,VALDEZ,22,SUCRE
844,YOCO,248,VALDEZ,22,SUCRE
1255,CIUDAD SIN ASIGNAR DE MUNICIPIO ANDRES ELOY BLANCO,234,ANDRES ELOY BLANCO,22,SUCRE
1256,CIUDAD SIN ASIGNAR DE MUNICIPIO ANDRES MATA,235,ANDRES MATA,22,SUCRE
1257,CIUDAD SIN ASIGNAR DE MUNICIPIO ARISMENDI,236,ARISMENDI,22,SUCRE
1258,CIUDAD SIN ASIGNAR DE MUNICIPIO BENITES,237,BENITES,22,SUCRE
1259,CIUDAD SIN ASIGNAR DE MUNICIPIO BERMUDEZ,238,BERMUDEZ,22,SUCRE
1260,CIUDAD SIN ASIGNAR DE MUNICIPIO BOLIVAR,239,BOLIVAR,22,SUCRE
1261,CIUDAD SIN ASIGNAR DE MUNICIPIO CAJIGAL,240,CAJIGAL,22,SUCRE
1262,CIUDAD SIN ASIGNAR DE MUNICIPIO CRUZ SALMERON,241,CRUZ SALMERON,22,SUCRE
1263,CIUDAD SIN ASIGNAR DE MUNICIPIO LIBERTADOR,242,LIBERTADOR,22,SUCRE
1264,CIUDAD SIN ASIGNAR DE MUNICIPIO MARIÑO,243,MARIÑO,22,SUCRE
1265,CIUDAD SIN ASIGNAR DE MUNICIPIO MEJIA,244,MEJIA,22,SUCRE
1266,CIUDAD SIN ASIGNAR DE MUNICIPIO MONTES,245,MONTES,22,SUCRE
1267,CIUDAD SIN ASIGNAR DE MUNICIPIO RIBERO,246,RIBERO,22,SUCRE
1268,CIUDAD SIN ASIGNAR DE MUNICIPIO SUCRE,247,SUCRE,22,SUCRE
1269,CIUDAD SIN ASIGNAR DE MUNICIPIO VALDEZ,248,VALDEZ,22,SUCRE
1376,CIUDAD SIN ASIGNAR DE ESTADO SUCRE,358,MUNICIPIO SIN ASIGNAR DE SUCRE,22,SUCRE
43,CORDERO,249,ANDRES BELLO,9,TACHIRA
44,LA GRITA,260,JAUREGUI,9,TACHIRA
45,SAN CRISTOBAL,271,SAN CRISTOBAL,9,TACHIRA
75,RUBIO,262,JUNIN,9,TACHIRA
76,SAN ANTONIO,252,BOLIVAR,9,TACHIRA
281,LAS MESAS,250,ANTONIO ROMULO COSTA,9,TACHIRA
282,SAN JUAN DE COLON,251,AYACUCHO,9,TACHIRA
283,TARIBA,253,CARDENAS,9,TACHIRA
284,SANTA ANA DEL TACHIRA,254,CORDOBA,9,TACHIRA
285,SAN RAFAEL DEL PIÑAL,255,FERNANDEZ FEO,9,TACHIRA
286,SAN JOSE DE BOLIVAR,256,FRANCISCO DE MIRANDA,9,TACHIRA
287,LA FRIA,257,GARCIA DE HEVIA,9,TACHIRA
288,PALMIRA,258,GUASIMOS,9,TACHIRA
289,CAPACHO NUEVO,259,INDEPENDENCIA,9,TACHIRA
291,EL COBRE,261,JOSE MARIA VARGAS,9,TACHIRA
292,CAPACHO VIEJO,263,LIBERTAD,9,TACHIRA
293,ABEJALES,264,LIBERTADOR,9,TACHIRA
294,LOBATERA,265,LOBATERA,9,TACHIRA
295,MICHELENA,266,MICHELENA,9,TACHIRA
296,COLONCITO,267,PANAMERICANO,9,TACHIRA
297,UREÑA,268,PEDRO MARIA UREÑA,9,TACHIRA
298,DELICIAS,269,RAFAEL URDANETA,9,TACHIRA
299,LA TENDIDA,270,SAMUEL DARIO MALDONADO,9,TACHIRA
300,UMUQUENA,272,SAN JUDAS TADEO,9,TACHIRA
301,SEBORUCO,273,SEBORUCO,9,TACHIRA
302,SAN SIMON,274,SIMON,9,TACHIRA
303,QUENIQUEA,275,SUCRE,9,TACHIRA
304,SAN JOSECITO,276,TORBES,9,TACHIRA
305,PREGONERO,277,URIBANTE,9,TACHIRA
845,SAN FELIX,251,AYACUCHO,9,TACHIRA
846,SAN PEDRO DEL RIO,251,AYACUCHO,9,TACHIRA
847,PALOTAL,252,BOLIVAR,9,TACHIRA
848,EL RECREO,252,BOLIVAR,9,TACHIRA
849,LAS DANTAS,252,BOLIVAR,9,TACHIRA
850,PALO GORDO,253,CARDENAS,9,TACHIRA
851,LA FLORIDA,253,CARDENAS,9,TACHIRA
852,PUERTO TETEO,255,FERNANDEZ FEO,9,TACHIRA
853,SAN LORENZO,255,FERNANDEZ FEO,9,TACHIRA
854,BOCA DE GRITA,257,GARCIA DE HEVIA,9,TACHIRA
855,OROPE,257,GARCIA DE HEVIA,9,TACHIRA
856,EL VALLE,259,INDEPENDENCIA,9,TACHIRA
857,PERIBECA,259,INDEPENDENCIA,9,TACHIRA
858,PUEBLO HONDO,260,JAUREGUI,9,TACHIRA
859,SABANA GRANDE,260,JAUREGUI,9,TACHIRA
860,RIO CHIQUITO,262,JUNIN,9,TACHIRA
861,SAN VICENTE DE LA REVANCHA,262,JUNIN,9,TACHIRA
862,BRAMON,262,JUNIN,9,TACHIRA
863,HATO DE LA VIRGEN,263,LIBERTAD,9,TACHIRA
864,EL PUEBLITO,263,LIBERTAD,9,TACHIRA
865,PUERTO NUEVO,264,LIBERTADOR,9,TACHIRA
866,EL MILAGRO,264,LIBERTADOR,9,TACHIRA
867,SAN JOAQUIN DE NAVAY,264,LIBERTADOR,9,TACHIRA
868,BOROTA,265,LOBATERA,9,TACHIRA
869,LA PALMITA,267,PANAMERICANO,9,TACHIRA
870,AGUAS CALIENTES,268,PEDRO MARIA UREÑA,9,TACHIRA
871,BOCONO,270,SAMUEL DARIO MALDONADO,9,TACHIRA
872,HERNANDEZ,270,SAMUEL DARIO MALDONADO,9,TACHIRA
873,MACANILLO,271,SAN CRISTOBAL,9,TACHIRA
874,MESA DEL TRIGRE,275,SUCRE,9,TACHIRA
875,SAN PABLO,275,SUCRE,9,TACHIRA
876,LA FUNDACION,277,URIBANTE,9,TACHIRA
877,LAGUNA DE GARCIA,277,URIBANTE,9,TACHIRA
878,PATIO REDONDO,277,URIBANTE,9,TACHIRA
1270,CIUDAD SIN ASIGNAR DE MUNICIPIO ANDRES BELLO,249,ANDRES BELLO,9,TACHIRA
1271,CIUDAD SIN ASIGNAR DE MUNICIPIO ANTONIO ROMULO COS,250,ANTONIO ROMULO COSTA,9,TACHIRA
1272,CIUDAD SIN ASIGNAR DE MUNICIPIO AYACUCHO,251,AYACUCHO,9,TACHIRA
1273,CIUDAD SIN ASIGNAR DE MUNICIPIO BOLIVAR,252,BOLIVAR,9,TACHIRA
1274,CIUDAD SIN ASIGNAR DE MUNICIPIO CARDENAS,253,CARDENAS,9,TACHIRA
1275,CIUDAD SIN ASIGNAR DE MUNICIPIO CORDOBA,254,CORDOBA,9,TACHIRA
1276,CIUDAD SIN ASIGNAR DE MUNICIPIO FERNANDEZ FEO,255,FERNANDEZ FEO,9,TACHIRA
1277,CIUDAD SIN ASIGNAR DE MUNICIPIO FRANCISCO DE MIRAN,256,FRANCISCO DE MIRANDA,9,TACHIRA
1278,CIUDAD SIN ASIGNAR DE MUNICIPIO GARCIA DE HEVIA,257,GARCIA DE HEVIA,9,TACHIRA
1279,CIUDAD SIN ASIGNAR DE MUNICIPIO GUASIMOS,258,GUASIMOS,9,TACHIRA
1280,CIUDAD SIN ASIGNAR DE MUNICIPIO INDEPENDENCIA,259,INDEPENDENCIA,9,TACHIRA
1281,CIUDAD SIN ASIGNAR DE MUNICIPIO JAUREGUI,260,JAUREGUI,9,TACHIRA
1282,CIUDAD SIN ASIGNAR DE MUNICIPIO JOSE MARIA VARGAS,261,JOSE MARIA VARGAS,9,TACHIRA
1283,CIUDAD SIN ASIGNAR DE MUNICIPIO JUNIN,262,JUNIN,9,TACHIRA
1284,CIUDAD SIN ASIGNAR DE MUNICIPIO LIBERTAD,263,LIBERTAD,9,TACHIRA
1285,CIUDAD SIN ASIGNAR DE MUNICIPIO LIBERTADOR,264,LIBERTADOR,9,TACHIRA
1286,CIUDAD SIN ASIGNAR DE MUNICIPIO LOBATERA,265,LOBATERA,9,TACHIRA
1287,CIUDAD SIN ASIGNAR DE MUNICIPIO MICHELENA,266,MICHELENA,9,TACHIRA
1288,CIUDAD SIN ASIGNAR DE MUNICIPIO PANAMERICANO,267,PANAMERICANO,9,TACHIRA
